Tweet,Emotion
realmichaelkay annoys me to about the ortiz tribute too how would the oriole fan and organization feel if yank did that to them,fear
chrischristie you have no police credential you were litigator nothing more no experience sad trumppuppet felon bully jerseysale,fear
tmobilehelp my service is down in cleveland oh what going on unhappy,sadness
cigna bow out for the moment rather than sulk m going to ucsf for an opinion from the guy studying oligodendroglioma amp amp s,sadness
dehydrated exhausted stressed but still blessed optimism,joy
uuzoma bos see you a someone that is jovial and funny tho av not met in person,joy
lethargytyler ehhh guess want to everyone ve ever burst out laughing in front of,anger
roberttaitwhu against chelsea anything is possible haha m fuming about that bet,anger
in inter group relationship anger make people think in more negative and prejudiced term about outsider,anger
burnt_out_darth theaterofscifi thanks nightmare,fear
rubeseatsinfo from here it but short step to biweekly community meeting over hearty meal of soy flake,joy
that go the alarm,fear
learning is key while converting your leaning to someone else is door so when you do both you will open the door of success n x smile,joy
thejeremyvine noel edmonds reckons cat he talking to is stressed because of the uncertainty over gbbo future plot lost,sadness
what did all do to your app nflfantasy it horrible horrible worst except once ever,fear
happy birthday to my favorite author stephenking writer author,fear
am the only person who dislike fall firstdayoffall leaf thingsdie depressing cold noflipflops,sadness
panic attack are the worst feeling really sick and still shaking should be sleep depression,fear
my ukulele bag ha fallen apart welll at least my life hasn yet joy n quote problemsolving behappy,joy
chronavt ummm the blog say with simon stehr faking th ll expect an investigation forthwith this is an,anger
apparently all the money in the world can buy single person to tell you not give your own waist hearty two handed pinch while onstage,joy
my ukulele bag ha fallen apart welll at least my life hasn yet joy n quote problemsolving behappy,joy
wilsonsworld wa in high school and remember helping neighbor clean up back home in greenville pretty sobering stuff sadness,sadness
watch this amazing live ly broadcast by thebrandonrobert musically,joy
every cal person have on my snap ha chic fil on their story lol yummy,anger
he mixing it up pretty well using that slider pretty affective so far thebabybombers yankee offense,anger
big_sl show some respect that all if havent go to war cant say anything havent lost friend and mate on war so ahut it,sadness
mcdermo rogerc gave laura so much constructive criticism she blocked lazy give up now no hope retire same with heather,fear
i might even be on the verge of depression,sadness
i believe woman are more fiery because once month they go through struggle and struggle is what develops strong character,anger
star when you shine you know how feel nscent of the pine nyou know how feel nfreedom is mine know how feel ni feelin good,sadness
uplift if you re still discouraged it mean you re listening to the wrong voice amp looking to the wrong source look to the lord,fear
sickness bug awful,fear
newyorker donlemon trump presidency dark age for the usa and the world he would most definitely take u to war short amp long term pain,sadness
alditoharrods m still too nervous to try it need to man up and give it ago,fear
pete_ferriday aww rest your weary head here,sadness
america finding gratitude amidst the sadness and frustration about race fear anger and racism remain hopeful _ m an earth fixer,fear
whufc_hub westhamtransfer thehammers_ don see any reason for optimism at this point just stringing together bad performance,joy
nadyaginsburg thank you for unfailingly bringing so much joy into my life you incredibly talented maker of mirth,joy
doe anyone remember movie that is animated in the late called shame of the jungle john bulushi wa in it wild if that your taste,joy
martinclouseau a ceo of charity you could reasonably expect eduardo_lacs not to attempt to crudely inflame tension,anger
time for some despair sdr despair fuckthisanime,fear
what the worst affliction that you or someone you know ever convinced yourself you had,sadness
britishairways term security queue at arrival shocking,fear
bake off on tv and the match on my phone what nightmare m so stressed gbbo ntfcvmufc,fear
karev better not be out or am seriously done done with greysabc unfair ugh,anger
doubtism m not on about history or other people m on about you ve bullied no one make three post and you attack bully,fear
losing the will live with virginmedia business bb gone down on hold for minute amp whoever picked up cut me off noworkforme,anger
show your new job you re not afraid of new task take on project be brave make an impression worktivetruth,fear
paraplyene soupper just read it and it so fun so lighthearted and cheerful wa right it a double cavity for me,joy
followback quote_soup be happy not because everything is good but because you can see the good side of everything optimism,joy
realbd_ reyesaverie unarmed black killed by white cop in that many die every month in chicago wheres the,anger
nw_autonate n she held the back of his skull smiling into the kiss,joy
check out vovimprgel from scotland gamer youtuber vlogger designer animator artist ty for following the wake horrorfilm,fear
why tf do broke boy keep tryna find gf get ur fuckin right b smack yo bitchass she deserves be happy amp don deserve that as,joy
laughter is such powerful thing and everybody deserves to laugh if like shitty romcoms and get giggle outta planet uranus power to u,joy
but ll be pity,joy
it now september and we re still battling situation that wa said to be handled march of this year att this is unacceptable unhappy,sadness
buzzlightbeard if you don love yourself honesty is the best policy smile,joy
every year go to universal studio to horror night a rd wheel lol,fear
okay you ve annoyed me you haven done good job there at all furious,anger
came in to work today hour late st thing hear ma am the big bos ha been waiting for you in his office panic hatebeinglate,fear
on my life ll never understand why anyone would pay money to see lifeofdesiigner,fear
luckily wa helped by some good people and they also managed to free me of my depression unfortunately it only lasted little while,sadness
fleetstreetfox it buzzing pathetically for sympathy if you let it out it will twirl it moustache chuckle and sting you psychowasp,anger
tonygoldmark yeah won mourn it but m glad rode it the last time visited,sadness
why have only just started watching glee this week am now addicted gleek,joy
xmaseveevil msm is rejoicing that they ve fooled u with these body double for so long amp now her death is secret just like hawking,joy
and claimed that all of the same thing could scare u nbut we were tough because of ancestry,fear
boy dm me picture of your cock the best one will get uploaded cumtribute dm snap snapchat snapme nude dickpic cocktribute,anger
evan_mcmullin he spent his campaign dividing people up and pitting them against each other his message is to fear and resent the other,anger
adamaaronovich well there no need to sulk you can always request song you know,sadness
yall rlly gotta stop lettin bee put fear in ur heart unless ur allergic m not tryna see run around from fuckin bee chill soft,fear
mlb joeybats sam dyson is probably having flashback right about now,fear
markgatiss m surrounded by those trump voter you re right it is fucking terrifying redstate despair,sadness
first weekend of fall let see if can stay disciplined to this season goal fitness running sober mindset firstfriday family,sadness
onilink darekmeridian lmao awe,sadness
proverb ointment and perfume rejoice the heart so doth the sweetness of man friend by hearty counsel truthfmdawnbreak,joy
i get soooo nervous when an actually attractive guy try to talk to me in person like turn him down just from habit,fear
pridefulsamurai horrible thing,fear
verizonsupport thanks for saying my wife and were getting our iphones today and then losing both of them with no eta thanks angry,anger
i get discouraged because try for fucking year contact with lady gaga but are thousand of tweet how she would see my tweet,fear
nothing is more relentless than dog begging for food,anger
watch this amazing live ly broadcast by swagrman_fan lively musically,joy
the point of living and being an optimist is to be foolish enough to believe the best is yet to come peter ustinov quote,joy
my doctor ha taken liking to poking prodding and drawing blood from me post dad over concern is nice but dear gawd needle o,fear
groupon_uk who do contact about shocking experience with clear sky holiday booked through you guy customerservicefail,fear
darcomafloy omg im cry hahahaha ikaw talaga tagagising ko haha shet set my alarm but forgot to turn it on but im awake now so,fear
hm pinafore time ni need some mirth,joy
markedmurderer orion eye narrowed a he gazed down at the girl ice cold blue meeting softer than usual green his instinct told him,sadness
matt and just did psychological study on provocation in abusive relationship,anger
jwolfie_ why you gotta use the dark skin emoji offended,anger
be free and open and breezy enjoy thing won get any better so get used to it,joy
chickofbeauty no by all mean rioting fire starting business burning looting asshole that create blacklivesmatter terrorism,fear
congrats to nicole bb fix that nose now petty,anger
a black female leo wa shot time and died in philadelphia where the outrage black people barackobama sharpton blm thefive,anger
just_alasia agree btw have seen ep granger that wa the episode when knew anna wa coming back the conversation at start,fear
tasers immobilize if you taser someone why the fuck do you need to shoot them one second later this is really sick rage wtf murder,anger
mandyjohnson ll be honest hope that annoying southern bint with the look at me pout go out this week selasi ftw,anger
it still not sunk in that im seeing joe next month im so grateful and excited shit,sadness
when my yo is gone blast gothcore music she ha anxiety amp can listen it around her bcuz it too spooky sigh momlife,fear
fuming,anger
inluvwithaghost m frowning at you intensely until you watch plastic memory,sadness
tremor tremor,fear
probably gonna end up seriously poorly at some point soon so tired and go from freezing to boiling in the space of second,anger
i dread this drive every wednesday,fear
food that get delivered,joy
nhlstorenyc m cheering for teamna_wch and teameur_wch nhlnycsweepstakes,joy
i hate little girl got lot off growing up to do,anger
mistersalesman thinkpostsdaily smiling doesnt necessary mean your happy sometimes it just mean you re strong,joy
people fuckin irritate me,anger
rec call day from haitian church we started in florida some yr ago preparing to acquire their own bldg wanted me to know rejoicing,joy
theyoungevans_ kylie you know me won take no for answer for this kind of thing he would smirk and start on the crust,fear
i don ever know how to change the vibe once it ruined is that considered holding grudge,anger
these confident bitch should scare you the most,fear
new play through tonight pretty much blind run only played the game once and maybe got level it rage horror,fear
tmobile store original note customer and zero result what going on guy customerservice hour waittime,fear
with that draw the scum must be rubbing their hand with glee typical draw for the woolwich lot jammygunnerscum,joy
be you don just tell true blooded hoopjunkie to switch f n team that juz destroyed your own team you juz don,anger
chart music is pretty much all the same horrific,fear
tear and eye can dry but won i burning like the wire in lightbulb,anger
how on earth can the projection of all that is good and happy and true in my soul be poisonous fucking snake patronus adder offended,anger
ppictures it would be great but what if the card crash it happened to me twice nightmare,fear
did you know specialise in anxiety and panic attack get in touch for all of my solution for you coventry,fear
notquitefrodo dominictarason remember ta in the gamedev program said he had temper tantrum in class all the time lol,anger
currently listening to scottfoxonair amp katcallaghan ztoronto podcasts can you guy please move to yvr missyou,joy
rooneys fucking untouchable isn he been fucking dreadful again depay ha looked decent ish tonight,fear
farting in hot are car when your window don roll down is terrible gag bresadvice,fear
so mary berry mel and sue have gone with their principle and paulhollywood ha gone with the fame and fortune gbbo depressing,sadness
when wa new hate the judge judy sponsorship style but looking back it wa the only thing that worked recovery sober cantconacon,sadness
sportstraderit madrid is playing awful and no modric but minute in bernabéu stadium are so so long viallreal never won there,fear
once have sent pitch to brand close all tab relevant to them instantly thats the kind of detachment create for myself serious,sadness
i know it the final day of summer when it the finale of cbsbigbrother sadness,sadness
but ll be pity lively,joy
it really is amazing the money they give to some of these qb nfl texan brock,fear
lmryle tomcolicchio realdonaldtrump hillaryclinton ajjaffe understand your concern but look at her foundation contribution worry,fear
such merriment amp laughter from dadwroteaporno at kingsplace amp an instructional powerpoint presentation well done to all concerned amp thanks,joy
everything you ve ever wanted is on the other side of fear george addair thursdaythoughts yourpushfactor fear life quote,fear
vodafoneukhelp vodafoneuk wow my bill is and hav text from to prove that and you have taken swine fuming con,anger
really jumanji the rock jack black and kevin hart are you kidding me wtf thisisaterribleidea horrible,fear
delon can you at least just walk past her and break out into laughter,joy
say who are you to compared me with the others m just human lit fire burning,anger
getting so excited for clearwaterjazz we play the main stage sunday oct at jazzholiday riesbrothers rock blue jam,sadness
i mad at the injustice so m going to smash my neighbour window make perfect sense charlotteprotest,fear
that last madden commercial tnf,anger
you have to find way to top yourself glee,joy
thisisus ha messed with my mind amp now m anticipating the next episode with apprehension amp delight isthereahelplineforthis,joy
india is sponsoring terrorism in balochistan kulbhushanyadav an indian spy agent wa arrested in balochistan by pakistani force,fear
smoothkobra after such heavy day this ha given much needed levity thanks bro,joy
can believe achilles killed me,anger
capehartj agree those latest poll alarming,fear
lil_powwow jweiler more fat more buoyant day water stuff,joy
bout ta get my dontbreathe on up in here warrentheaters nervous icantholdmybreaththatlong,fear
be content life is too short smiling,joy
he seriously so frustrating sometimes ugh raging,anger
thebennatan szn gt gt gt szn gt gt gt szn just to warn you don let szn discourage you,sadness
shae_caitlin ur road rage give me anxiety,anger
your boy is having nightmare vivalasergio,fear
a wise man told me that holdin grudge is like nletting somebody just live inside of your head rent free,anger
relunrelated while do not see sailer mar being raging liberal doubt that she would say such thing,anger
hartramsey suplift if you re still discouraged it mean you re listening to the wrong voice amp looking to the wrong source look to the lord,sadness
wishing very happy birthday to our awesome dancer ruthann we hope your day is magical bday happy eatcake,joy
yap_yip an uncertainty halsey tease her lip curving into jovial smirk,joy
we re going to get city in the next round for revenge,anger
my cell won hold charge sadness so should,sadness
courteoussoul mattymcdee m at and just decoded or more blue and not one wa over where you getting your blue,sadness
how is it suppose to work if you do that wtf dude thanks for pissing me off furious,anger
i resent being tired and annoyed that the word wiener is splashed across the news this should be slam dunk for me,anger
winksahoy we about to get shit on by the wrath of winter out of nowhere,anger
gibberman scotthoward any of all remember when mlb tried futuristic jersey those were all,fear
this book is fricking insane like holy crap panic,fear
sentinalsmom baal dashed forward boosted forward by her power of flight her sword pointed at void meant to stop just short of her,sadness
sandym regardless let say he ha permit the permit doesn excuse or allow him to threaten an officer expressed or implied it,fear
i am so anxious all the time leaving the house is horrid,fear
have wee pop sock on and they keep falling off inside my shoe,anger
zavierdaniels had to snap going crazy,anger
benefit out exhilaration called online backing off jkuvmvqxy,joy
occasionalgod isn that the reason horror is popular the exhilaration that come from discomfort is enjoyable watch the green room d,joy
will offend you nif am truthful but kind nor will you see why baffled haikuchallenge,anger
cheap pout my brodcast,sadness
tvscarlkinsella they re such garbage obviously like that they suck but it still grim to watch,sadness
mrhenvin thank you happy birthday to you a well,joy
we can even grieve over one black body before another one pop up due to pig brutality,sadness
promise of restoration to the nation of israel everywhere you look blessing barn wine overflow everything beautiful do_u_see,joy
sphiwememela it bad am fearing for my life,fear
i almost feel offended that she think that a big deal she know ll literally do anything for her or kai,anger
grateful for all the hungry people in my life hungry to learn change grow help etc not sure anybody ha it better,anger
i blame the whole season on natalie the season would have been so different had she not turned her back on her alliance pissed,anger
ever been really lonely and your phone keep blowing up but you just can pick it up and respond to people recluse issue,fear
time to go hit up the library have lovely pile of book reservation to collect this morning book reading,joy
the texan should never play prime time game again this is awful tnf,fear
i envy ice at least if you give it warmth it melt taylorlautner twilight quote,joy
a the bird begin to chirp try to sleep jetlag,joy
my best friend get married in three day have replaced all my anxiety with an eeiry calm and cat cuddle,fear
zumba piyo and hiit session sweaty burning but sooooooo good missedoutonsummerbikinibodybutwintersunbodywilldo,anger
regret for the thing we did can be tempered by time it is regret for the thing we did not do that is inconsolable sydney harris,sadness
im think ima lay in bed all day and sulk life is hitting me to hard rn,sadness
all want to do is watch some netflix but am stuck here in class depressing,sadness
misterak it very telling that racist bigot always resort to the insult fag like that worse than being racist bigot,anger
carysmithwriter maria_savva realrockandroll we re the least known band in the world but so glad you asked muchlove,joy
some bloke on the train who obviously trying to provoke west ham fan by loudly slagging off the stadium to his mate on the phone,anger
watch this amazing live ly broadcast by matt bos musicallyjh,joy
i had panic attack the other night because thought my mum wa out but she wa actually downstairs and she started bashing around hrjdjd,fear
satanslezzie gehrig joesmith ejamesl think he wa huffing that pine tar they use for bat gripping,sadness
a_mxe hah don speak to me or my cousin like that mind had the displeasure of seeing bare faced on eh train no pretty sight mate,anger
ethan wa with someone in the car when he did his revenge on grayson,anger
why the fuck doe my mum want me to put corn in the curry grim,sadness
facmagnaamerica cureforinsomnia and the left said we were all doom amp gloom the trump train is so much more fun,sadness
samvirwin fancy have some of those and have never put them up should do that also vote jaunty angle then no one will judge,joy
i doing laundry and watching that show with bunch of stranger birthday to me,joy
million in box office doesnt do this movie justice political or not snowdenmovie is terrific thriller and love story snowden,fear
side chick be trying to fuck like your going to forget about your wife when your done,fear
date in the glove box is pure panic excuse gbbo,fear
i saw her whose countenance expressed mighty river were monotonous and her lively conversation took care of the various,joy
russbully ended up paying p for half tube of smarties don even get the pleasure of popping the plastic lid off either,anger
accept the challenge so that you may feel the exhilaration of victory,joy
what with all pre industrial revolution esque footwear you guy tryin out for grape of wrath today,anger
induction day tomorrow for pizza express nervous,fear
chelseafc let them know it the,sadness
cursedroyal chuckle and shake my head no that didn bug me too much wa still going to ask you but there a lot you still don,fear
head melted very tired but can sleep nightmare,fear
jellzybean cheer up punkin,joy
i need syfy series to watch literally have nothing to watch back to back already watched hero lost jericho fallenskies etc etc,sadness
first day of college feeling nervous,fear
itriborg make him feel vigorous fine you can kill me now said hestia with display of only despair rather than her joyful,joy
trump is afraid of the big bad hillary election presidentialdebate presidentialelection orangehitler skip hide coward fear,fear
what up cowboy horrible,fear
x_kimtaehyung_x momentarily before it disappeared only solemnity and anxiety lacing his feature n ran out to get you before,sadness
i saw those dream dashed amp amp divided like million star in the night sky that wished on over amp amp over again sparkling amp amp broken,sadness
nikhilv lydiajanef wish really truly wish that had just modicum of your banter,joy
gnrailuk there gonna be street party when you lot leave spontaneous rejoicing clown,joy
forever angry that gh ruined molly and morgan bond friendship,anger
i can definitely feel my irritation today lord give me strength,anger
justin_gau jamesmelville you certainly wouldn catch me with the multitude ghastly,fear
just love matthew parris political rage is good,anger
rooney shocking attempted cross,fear
jessebwatters lol love it when you aggravate juan keep up the good work lol,anger
cherie_fitz it being extremely playful,joy
swear to god don get smart meter from your power company month of daft bill visit from british gas stressed,fear
tommyrosen intheroomsceo cate_baily always so happy to support you brother keep that fire burning lt,anger
cuz even the bible talk about the son coming back with fiery sword he got from his mother they just called her whore in revelation,anger
xaninaany m so serious dm me ll tell more,sadness
ready for my sweet princess to arrive ll he week this saturday excited,fear
lindseylouwho_ be nice if the texan could hold onto the ball to give fuller and hopkins chance awful tnf,fear
goodafternoon doesn matter whn you start something a long a you start it today age only exists in the mind you are timeless,fear
for every minute you are angry you lose sixty second of happiness ralph waldo emerson quote,anger
only geo is capable of cheering me up,joy
inner conflict happens when we are at odds with ourselves honor your value and priority innerconflict conflict value,anger
had great time at skywalkers open gym tonight come our every wednesday from in hillsboro and train with u opengym cheer tumbling,joy
my producer is mixing and mastering the song now for murky notebook mixtape nthe tape will be out soon for free download,sadness
just wish wa appreciated for all do when is it my turn to be taken care of want break tired,sadness
chelseahandler don think your girl girl fraud celebeffer,fear
i love those memory that randomly pop ninto my head have me smiling like an idiot for age,joy
when your friend want to go out drinking but you know you gonna have to say no because social anxiety run your life,fear
head melted very tired but can sleep,fear
i mean m not done watching the pilot but it nice to see group of actor perform without story line dripping relentless nihilism,anger
f breezy,joy
ilofitt is laughter happiness spiritual mental physical pizza just kidding about the pizza work hard in all facet for fitlife,joy
manutd you have had from me over the year is irrelevant it an absolute joke manutd ticketing fuming noloyalty joke notimpressed,anger
forever raging,anger
do not be angry with god because you do not get what you want for god give most when you expect least,anger
_mrs_peel lp_lisa paulrgoulden lisaluscious might be the pout of star baker tho,sadness
yupdats_jess nereriveraa_ this doesn concern you or your sister so show up if you want too lol,fear
don king his action really sadden me today the word may not have the same power to all a it once did still cringe when hear it,sadness
still waiting to see if my londontrack will make an appearance next week two month today it wa ordered shocking badservice,fear
imagine being bitter when your bias is dating amp sending threat to their partner like why that nasty and they don even know you exist,anger
fuck me what the fuuuuuuuck did just watch stageschool is awful no that flatters it shocking,fear
greggdoyelstar m sure you ll have heyday if they do,joy
lethbridgecity love how playful you guy are becoming both on and offline beepbeep,joy
i excited for the firstdayoffall amp the rest of the season have halloween scare event m covering for thrillzco in the next week,fear
you shake like that,fear
eileen_davidson on rhobh you just do not want to assume an affair while you were married so you criticize lisavanderpump,fear
happy th stephenking may keep haunting u for many year horror writing,fear
max_kellerman it also help that the majority of nfl coaching is inept some of bill brien play calling wa wow awful gopats,fear
moviestvnetwork wow did you get really good buy on bunch of movie there were bad then and are worse now,fear
miamitrump yeah but bad part is the terrorism terror muslim won be the one leaving obamalegacy nationalsecurity disaster obama,fear
it not that the man did not know how to juggle he just didn have the ball to do it funny pun punny lol,joy
after idk why start feeling so depress sad and lonely,sadness
kingcharlesth lowkey forgot you had twitter and if you don follow me back im gonna be offended,anger
karenl replace the carpet shocking,fear
fitnessfirstau something need to be done about people hogging machine nobody can use machine at one time notfair whypay,anger
starflowerz dreamerabe bitter nicole and cory is why she wa evicted,anger
_j_sa_ switch out steve carrell and put in kurt from glee then it accurate,joy
if were assured of your eventual destruction would in the interest of the public cheerfully accept my own sherlock holmes,joy
bluebelle lsmith liking the optimism,joy
haww think nawaz should have spoken about indian funding to bla in balochistan kulbhoshan yadhav and how india used ttp for terror,fear
prw zionist terror nimagine this kid wa palestinian or muslim nzionists stealing innocence of childhood from jewish child,fear
unbelievable take minute to get through to barclaysuk then there a fault and the call hang up treatcustomersfairly,anger
tolumanda love it so true a deedeey_ taught me fear can be an illusion coaching fear courage,fear
can believe ve only got day off left backtoreality raging,anger
i bet dat dog eating name brand cheerio cant relate eat cheery s,joy
paulkrugman relentless echo chamber negative comment with lot of reverb typical bully behavior,anger
mywrldsbl can be your wolf if you want hihi breezy,joy
home is where the heart lie love my little island but my birth city just ain acting right amp im not feeling too good about it restless,fear
remember the twinkie scare tbt,fear
michaelsalfino it still destroys fear the walking dead that show is horrible,fear
suewallace peanut butter you some kinda pervert,fear
those were the time thought can never be sober but still his grace are beyond my limit,sadness
i just tryna watch horror movie and nap all day,fear
bell bell_support cancelling home fibe internet and tv this afternoon a soon a can arrange alternate internet angry fedup,anger
liam is too distant make me mourn,sadness
hate going to the doctor on so many level but least can go sleep with smile just watched dwight on live nation,joy
and there is despair underneath each and every action neach and every attempt to pierce the armour of numbness mgla,sadness
used a pawn in this red woman game for now try not to fret and act a if nothing is amiss this is royal theladyofglenco,anger
cazual_wear scottinsc look like book shaped like gun to me optimism itsagunalright,joy
loving challengesophie tedx talk challenge map inspiration stayunstoppable,fear
staceydavidson_ you re thief and liberal mope investigated by the financial service board for theft of govt retirement fund thief,sadness
i just got asked to hoco over instagram dm bc someone lost bet love the maturity of the people in my grade,sadness
your smile is messenger of your good will,joy
okashohime returned her joyous focus to the pastel haired girl wawa okay tooooo she squealed before raising her eyebrow at the,joy
pinky is so funny jovial bt she got emotional just brought me tear felt so bad for her ishqbaaaz,joy
i wonder how gleeful it is to be dumb af and see the world through rose tinted glass,joy
who got madden or k p add trackdawgt let run it,anger
i like the commercial where kohara on chocolate milk bender steal soccer ball from some guy and refuse to give it back,fear
kermischocolate have tried cheerful upbeat piece in walking through history usually in arty docu type cannot find trace of it,joy
xxnogard_g welcome to the dark honey,sadness
at the regular cheerfulness of any emotion her own supper and to give the lady were soon a they have been entirely at,joy
pikapies have many happy memory of the isle of wight nbut yeah sink that shit,sadness
hopefully next time we play l team of the player score take his shirt off amp jump into away end purely to wind up the joyless cunt,sadness
accept the challenge so that you can feel the exhilaration of victory george patton,joy
adoredelano ill be there with vip ticket can wait to meet you never met famous person admire before nervous,fear
pinterest one dessert next thing you know your pinning how to make different visually pleasing mouth watering never gonna make sweet,joy
have wee pop sock on and they keep falling off inside my shoe rage,anger
haven gotten one hour of sleep today is going to be fun day restless,fear
joefahezy could of told you that one lmfao then old nigga get wasted and start fucking around,fear
iucifaer you can go on what you usually do it just their own personal reason and not mean to offend anyone,anger
weirdwednesday okay that jump scared the poop out of me right there bad dog bad total code brown in my favorite pant damnit horror,fear
watch this amazing live ly broadcast by arbitraryvlog musically,joy
testing angry,anger
crysticaro yeah agree think it wa family member and they covered up,sadness
if you be angry which may be the case amp which may be unavoidable see that the sudden excitement doe not become sin albertbarnes,anger
i watching joyful noise for time cuz love this movie and kekepalmer,joy
back on my bully,fear
regardless of your age or station in life it all come down to one simple truth you just have to start jon acuff inspiring quote,fear
whoisthiscaleb you could leap to your foot dramatically plant one foot on the seat of your chair and let out that jaunty tune,joy
my friend do you fly away now to world that abhors you and all that awaits you is somber morrow no matter where the wind may blow,sadness
wittyneeraj what is shehla rashid amp kaniyah kumar saying about you and when they say truth indian threaten them fakedemocracy,fear
themandymoore you are beyond wonderful your singing prowess is phenomenal but damn m just elated to watch you act again thisisus 珞,joy
a country that gave safe house to osama bin laden is dangerous if not contained pakistan is terror heaven declare so bankimoon_amdg,fear
the banter from craigen and sutton on bt is fucking horrid,fear
i hate those sugar cooky shit is awful,fear
schneiderlin taking his revenge for the foul,anger
if friend lost his her phone how long do they have to mourn their lost phone before you ask for their earpiece,sadness
with very tired body and mind and sparkling teeth say to all my follower good night and if there is an apocalypse good luck aspie,joy
aimisyafiqahr go check up with your bf he ll give strength with just one smile topno,joy
well did hear once before that girl are attracted to men that look like their dad serious,sadness
we never taste happiness in perfection our most fortunate success are mixed with sadness success perfection fortunate mixed,sadness
nianticlabs for example catching gloom would yield oddish candy and catching vileplume would yield,sadness
it not always how you start it how you finish,fear
wow what thought judgelynntoler can have the specter of this morning problem haunt my afternoon well written that sentence,fear
aniahrose know smh my heart sunk into my stomach,sadness
love all the ex united manager on twitter who form our fanbase honestly despair at time just back the fucking team eh mufc,fear
mdthib this is so lovely or am frightened not sure which but wow,fear
the labor of love is not cheap or inexpensive it the time spent earning it lackadaisical dreamer,sadness
when you break record in madden wish it didn say the same shit after every rush like you just broke the record shutupphilsimms,anger
i can imagine keeping malice with my brother shudder when see sibling estranged and all,fear
maggyvaneijk old age no hope for the rest of u destined to become deatheaters by nightmare,fear
_mrs_peel lp_lisa paulrgoulden lisaluscious might be the pout of star baker tho,anger
gemma simmons is the bright spot of the premiere so far agentsofshield,joy
thank god she warned me before walked to that sink cause lord know would ve been sick to my stomach and would ve wanted to sue lbvfs,sadness
lanewoolery ffkazman experience all play role in that it education and preparedness not fear,fear
docbellsswan peer down at you eye crinkling with mirth and affection do love ye so my bonnie belle,joy
half past midnight loud banging on our front door been told about new rape case in edinburgh today nosleep,joy
but uncle buck is on tho unclebuck hilarious,joy
thetroche ramiro_cedeno yeah if you want to become obese it is can afford it so don think it that serious haha,sadness
if you find me lost will you stay a passerby or will you get lost with me musing melancholy,sadness
fpuebla osbaldo_a lost friend too,sadness
xandraaa amayaallyn shut up hashtags are cool offended,anger
tobyirish yes but you were specifically fuming about him not signing enough people,anger
the cure for anxiety is an intimate relationship with christ john,fear
ananavarro tcarrels most of trump supporter have not clue about the meaning of the word they used just like him nevertrump,sadness
while she wa in her dull and sleeping hour na crew of patch rude mechanicals amndbots,sadness
are you feeling horribly depressed and despondent about life and your future lauraroyden always know just what to say,sadness
sai manakgupta nwhat about brutality by indian army in kashmir isnt it terrorism nindia should accept precondition of freekashmir fi,fear
ellie from myspanishboots is here to answer your question don be shy she love talking about equestrian fashion equestrianhour,fear
question of the day what are some of your nervous habit biting fingernail tapping your foot clenching your teeth,fear
omg you ve got to watch the new series this is u wow best tv show ve seen in long time tear laughter moretears,joy
heycarajay am inconsolable at this gif in context,sadness
intermit animated ncaa pittsburgh v mississippi sprightly shiny bbva level peg varsity football telly scra,joy
adrian_specs far from safe and staid found it horribly ott at time while everyone seemed to be trying just little too hard not for me,sadness
ticcikasie with frown she let out distraught gardevoir saying that she wish she had trainer,anger
day most used term is terrorism with many address and form on my opinion the only form of terrorism in this world is injustice,fear
doesn it just suck when you re so real to someone and try to exhilarate every ounce out of them to only see that they re not down,joy
xenostateofmind yes nmake her smile and be happy nshe deserves happiness,joy
montel_williams if this ban go through it will harm so many people disabled veteran people who have chronicpain iamkratom,fear
watch this amazing live ly broadcast by elise_awsome_ musically,joy
i swear if devincameron block me m going to hit her back,anger
how in the world did nicole beat paul terrible bb bbfinale what wa the jury thinking,fear
goddamn headache,anger
mericanmainer aww had maine coon when wa little named ted eddy the wonder cat they re such good cat very playful and sweet,joy
shriekfest is lining up volunteer oct only serious inquiry please shriekfest aol com see free film,fear
howland cultural center beaconny vickie raabin amp chris raabe blue soul pm localmotionwvkr hiddencitiesnyc,sadness
kagehime m so starved for content d take it but d def pout about it ઘ,anger
anyyyyone wanna go to fright fest with me on friday night,fear
second day on the job and already got dollar tip from dude whose wa constantly twitching his eye lololol,joy
annafifield washingtonpost all hand on deck at the post and in the msm a trump start to lead in oh fla nc nv co,fear
literally dying amp living at the same time a catch up on adrian_ver twitter if you aren following him your life is basic hilarity,joy
don get bitter get better,anger
alt hunger of the pine,sadness
today reached subscriber on yt goodday thankful,joy
cry because msleamichele snapchat is bringing on some serious glee feel,joy
ririmathew even when we re fighting m laughing probably have serious ingrained issue,sadness
transitioning to new job is hard when you have nothing but joyful memory of the previous one thanks lifeteen for changing my life,joy
i wouldn have anger issue if she didn have lying issue think about that one pow lie confusion,anger
and would advise that everyone wait to watch kevincanwaitcbs or actually don wait just don even watch it because it is awful,fear
dakfuture decoration are up all over jersey already,anger
oc_transpo some week there are no problem but this week is unbelievable are you guy even running regular bus solate,fear
a delight to be at the lane tonight and witness the debut of some young talent that could be the backbone of our club coys,joy
mikscot longshankseddie rosazambonini youtube thought it wa because she once sunk her teeth into something that meant b sooked,sadness
the horrible pun for the day have been made shall return to my cage in dark corner by myself while cry amp laughing hysterical now,fear
please stop your merriment it is very annoying,joy
now that the whole clown rage ha scared me shitless m gonna go cry in my room,anger
why to have vanity size now size x evenxxs sometimes are too big wtf dear corporate jerk lithuania didn need this rant angry,anger
